PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40025231,Preclinical application of a CD155 targeting chimeric antigen receptor T cell therapy for digestive system cancers.,2025 Mar 1,Zhang K; Mi Y; Zhang B; Xue X; Ding Y; Ma J; Yuan E; Zhao X; Zheng P,,
40025134,The correlation between serum sex hormone levels and clear cell renal cell carcinoma in male patients.,2025 Mar 1,Yu Z; Zhao C; Yang A; Liu X; Xia Y; Cui R; Xu Y; Ma B; Huang T,,
40025108,Clinical efficacy and safety of a new single-incision axillary vein puncture technique for totally implantable venous access ports.,2025 Mar 1,Mu C; Zhu Z; Miao D; Wu Q; Chen L; Jin Y,,
40024922,Computed tomography-based delta-radiomics analysis for preoperative prediction of ISUP pathological nuclear grading in clear cell renal cell carcinoma.,2025 Mar 1,Liu X; Han X; Zhang G; Zhu X; Zhang W; Wang X; Wu C,,
40024836,"A retrospective analysis of tissue, liquid, and germline testing in Hispanic and non-Hispanic men with advanced hormone-sensitive prostate cancer.",2025 Mar 1,Bertolo AJ; Estrada-Mendizabal RJ; Taylor MK; Barker K; Guillen-Rodriguez J; Heimark RL; Batai K; Chipollini J; Recio-Boiles A,,
40024835,"Factors associated with mortality among patients aged 12 years and above requiring hospitalization for severe respiratory illness (SRI): Findings from the COVID-19 vaccine effectiveness evaluation in Kenya and Mali, 2022-2023.",2025 Mar 1,Onyando BO; Nyawanda BO; Onguru D; Haidara FC; Okello C; Anyango RO; Orege IK; Ogolla S; Ogwel B; Awuor AO; Kadivane S; Ngere P; Nasimiyu C; Osoro E; Njenga MK; Akelo V; Otedo A; Lidechi S; Ochieng JB; Otieno NA; Muok EMO; Sergon K; Worwui AK; Weldegebriel GG; Bergeri I; Sandra C; Gurry C; Nuorti JP; Amoth P; Jalang'o R; Mwenda JM; Omore R; Sow SO,,
40024828,"The NorCal brachytherapy waste audit: A simple, validated, toolkit for clinician led waste reduction.",2025 Mar 1,Baniel CC; Lichter KE; Frick MA; Wu J; Oladipo E; Wu YF; SwamyS A; Hsu IC; Prionas N; Blomain ES; Kidd EA; Buyyounouski MK; Rosenbluth G; Mohamad O; Bagshaw HP,,
40024811,Assessment of readability of gynecologic cancer clinical trials literature at National Cancer Institute-designated Comprehensive Cancer Centers.,2025 Feb 7,Chalif J; Khadraoui W; Hays JL; Copeland LJ; Vargas R; O'Malley DM; Chambers LM,,
40024736,[Evaluation of Ixazomib Relative Dose Intensity for IRd Therapy in Elderly Patients with Relapsed or Refractory Multiple Myeloma: A Preliminary Study].,2025,Kanda T; Kimura M; Sugiyama T; Hirose T; Takenaka S; Usami E,,
40024723,Evaluation of the shortened quarantine policy among healthcare personnel in the cancer center setting during the Omicron epidemic in Japan: A descriptive epidemiological study.,2025 Feb 28,Kudo-Nagata Y; Ozawa T; Watanabe T; Sakurada M; Sekiya N,,
40024682,[Efficacy of chemo-free regimen in treatment of six patients with treatment-naive Philadelphia chromosome-positive mixed phenotype acute leukemia].,2025 Mar 4,Zhang Y; Fan Y; Xu MM; Tu YQ; Xiang MQ; Qiu HY; Xue SL; Tang XW; Chen SN; Wu DP; Chen J,,
40024681,"[Analysis of clinical characteristics, prognosis, and influencing factors of hepatic myelopathy].",2025 Mar 4,Xue WH; Liu SR; Xia L; Chai YM; Xu P; Hua ZH; Jiao ZY; Cao H; Li Z,,
40024668,Safety and early outcomes of proton therapy and low-dose rate brachytherapy boost for patients with prostate cancer.,2025 Mar-Apr,Mohamad O; Kouzi ZE; Kouzy R; Choi S; Mok H; Hoffman K; Nguyen QN; Hassanzadeh CJ; Tang C; Park RJ; Shah SJ; McGuire SE; Mayo LL; Kim Y; Prajapati S; Vijayan S; Kudchadker RJ; Bruno TL; Frank SJ,,
40024391,riSCC: A personalized risk model for the development of poor outcomes in cutaneous squamous cell carcinoma.,2025 Feb 28,Jambusaria-Pahlajani A; Jeanselme V; Wang DM; Ran NA; Granger EE; Cañueto J; Brodland DG; Carr DR; Carter JB; Carucci JA; Hirotsu KE; Karn EE; Koyfman SA; Mangold AR; Muradás Girardi F; Shahwan KT; Srivastava D; Vidimos AT; Willenbrink TJ; Wysong A; Lotter W; Ruiz ES,,
40024264,"Trends in the global, regional, and national burden of oral conditions from 1990 to 2021: a systematic analysis for the Global Burden of Disease Study 2021.",2025 Feb 27,GBD 2021 Oral Disorders Collaborators,,
40024114,A nomogram for predicting the risk of liver metastasis in non-functional neuroendocrine neoplasms: A population-based study.,2025 Feb 21,Liu Z; Yang F; Hao Y; Jiang Q; Jiang Y; Zhang S; Zhang Y; Zheng Q; Niu Z; Zhu H; Zhou X; Lu J; Gao H,,
40024094,Sonographic features of ovarian malignancies in children and young adults - A case control study.,2025 Feb 27,Dick A; Cohen N; Flamer Y; Shekel E; Lessans N; Perri T,,
40023937,Isolated Urinary Tract Persistence or Progression in Patients Treated With Immunotherapy for Advanced Urothelial Carcinoma.,2025 Apr,Gabriel PE; Gauthier H; Xylinas E; Hermieu JF; Desgrandchamps F; Hennequin C; Culine S; Masson-Lecomte A; Dumont C,,
40023828,Identification and Evaluation of IGF1R and Its Associated Proteins as Targets and Design of Novel Inhibitors for Cancer Therapy.,2025 Mar,Faruqui T; Akhtar A; Showket F; Dar MJ; Akhter Y,,
40023743,Locations of metastases in and oncological outcomes of patients with metastatic castration-sensitive prostate cancer: Real-world data from a multicenter study.,2025 Feb 28,Urabe F; Tashiro K; Muramoto K; Yanagisawa T; Katsumi K; Takahashi H; Hara S; Fukuokaya W; Imai Y; Iwatani K; Atsuta M; Mori K; Igarashi T; Kimura S; Murakami M; Tsuzuki S; Sasaki T; Shimomura T; Miki J; Kimura T; JIKEI-YAYOI Collaborative Group,,
40023498,LONG-TERM EFFICACY OF CO2 FRACTIONAL LASER IN THE TREATMENT OF GENITOURINARY SYNDROME OF MENOPAUSE.,2025 Feb 27,Favier DA; Donnart DM; Cheikh DEOE; Morisot A; Uzan PC; Canlorbe PG,,
40023483,An Evaluation of Lymph Node Harvest in Sublobar Resections in a Statewide Quality Collaborative.,2025 Feb 27,Bui J; Kalata S; Reddy RM; Clark M; Hollenbeck M; Mollberg N; Lall S; Popoff AM,,
40023176,"Direct oral anticoagulants versus no anticoagulation for the prevention of stroke in survivors of intracerebral haemorrhage with atrial fibrillation (PRESTIGE-AF): a multicentre, open-label, randomised, phase 3 trial.",2025 Feb 26,Veltkamp R; Korompoki E; Harvey KH; Harvey ER; Fießler C; Malzahn U; Rücker V; Montaner J; Caso V; Sibon I; Ringleb P; Halse O; Hügen K; Ullmann S; Schuhmann C; Todd GP; Haas K; Palà E; Debette S; Lachaize M; D'Aoust T; Enzinger C; Ropele S; Fandler-Höfler S; Haidegger M; Wang Y; Wafa HA; Cancelloni V; Mosconi MG; Lip GYH; Lane DA; Haefeli WE; Foerster KI; Wurmbach VS; Nielsen PB; Hajjar K; Müller P; Poli S; Purrucker J; Laible M; D'Anna L; Silva Y; de Torres Chacon R; Martínez-Sánchez P; Boulanger M; Norrving B; Paré G; Wachter R; Ntaios G; Wolfe CDA; Heuschmann PU; PRESTIGE-AF Consortium,,
40023056,Sentinel lymph node biopsy at the time of hysterectomy for early-stage cervical cancer: A cost-effectiveness analysis.,2025 Feb 28,Walker AR; Leite S; Chen YS; Huepenbecker SP; Graul A,,
40023021,Dynamic ALBI score and FIB-4 index trends to predict complications after resection of hepatocellular carcinoma: A K-means clustering approach.,2025 Feb 22,Akabane M; Kawashima J; Altaf A; Woldesenbet S; Cauchy F; Aucejo F; Popescu I; Kitago M; Martel G; Ratti F; Aldrighetti L; Poultsides GA; Imaoka Y; Ruzzenente A; Endo I; Gleisner A; Marques HP; Lam V; Hugh T; Bhimani N; Shen F; Pawlik TM,,
40023002,Effectiveness and safety of Atezolizumab in patients with locally-advanced or metastatic non-small cell lung cancer after prior chemotherapy under real-life conditions in Germany: The Non-interventional Study HYPERION.,2025 Feb 10,Reinmuth N; Geßner C; Schichtl T; Schütte W; Hammerschmidt S; Schulz H; Zortel M; Zerbes R; Reck M,,
40022885,Efficacy and safety of extended duration postoperative thromboprophylaxis with low molecular weight heparin among subgroups of patients undergoing surgical resection of colorectal cancer: A post-hoc analysis of the PERIOP-01 trial.,2025 Feb 14,Girardi L; Mallick R; Wang TF; Carrier M; Auer R; PERIOP-01 investigators,,
40022856,Prevalence of osteosarcoma and investigation of risk factors in military working dogs: a retrospective study using data from the Deceased Military Working Dog Database.,2025 Feb 28,Moreau A; Bergeron JG; Fiddes K; Travis AM; Daye S; LeBlanc AK; Beck JA; Vincent-Hall TD; LaDouceur E,,
40022743,"The Co-Pilot Project in wartime: lessons from Lviv, Ukraine.",2025 Mar 1,Markosian C; Strelko O; Zhang JF; Kuts-Karpenko V; Shapiro P; Vaskul R; Lovha M; Flys Y; Shapiro M; Forbes JA; Tomycz LD,,
40022719,Epidemiology of Thyroid Cancer in Kazakhstan and in Areas Adjacent to the Former Semipalatinsk Nuclear Test Site in 2013-2023.,2025 Feb 1,Espenbetova MZ; Bidakhmetova AM; Krykpayeva AS; Yespenbetova BA; Toleutayeva DM; Serikbayev AS; Tukinova AR; Uasheva LB,,
40022711,An Analysis of Predictors of Cardiac Sparing using Deep Inspiratory Breath Hold for Left Sided Breast Cancer Patients.,2025 Feb 1,Dewan A; Kumar L; Chufal KS; Bhushan M; Ahmad I; Barik S; Umesh P; Mitra S; Mehrotra K,,
40022706,"Human Papillomavirus Vaccination for Boys: Insights into Knowledge, Acceptance, and Willingness to Pay among Parents in Yogyakarta, Indonesia.",2025 Feb 1,Endarti D; Yuliani RP; Phodha T,,
40022705,"Clinical Investigation of IL-31, TOS and GSH in the Sera of Gastric Cancer Females Patients In Iraq.",2025 Feb 1,Mahdi MA; Jumaa AH; Dawood YJ,,
40022703,Determining Physiotherapy Provision for People Living with Cancer in Oman.,2025 Feb 1,AlShibli S; Hussey J; Brennan L,,
40022681,Quality of Life of Indonesian Breast Cancer Women Undergoing Various Surgery Techniques.,2025 Feb 1,Yarso KY; Suyatmi S; Azmiardi A; Bellynda M; Muyasarah K; Noval Yarsa DR,,
40022678,Maternal Alcohol Consumption and Risk of Childhood Cancers: A Systematic Review and Meta-Analysis.,2025 Feb 1,Rashti R; Ghaaseemi F; Poorolajal J,,
40022420,Mapping Behavioral Research in Post-Treatment Cancer Care in Sub-Saharan Africa: A Scoping Review.,2025 Mar,Ogunsanya ME; Saintibert J; Bolajoko OO; Hooks D; Clifton S; Odedina FT,,
40022239,Head-to-head comparison of (18)F-FDG and (68)Ga-FAPI PET/CT in common gynecological malignancies.,2025 Feb 28,Li T; Zhang J; Yan Y; Zhang Y; Pei W; Hua Q; Chen Y,,
40022163,FAPI-PET/CT guided radiotherapy for patients with esophageal cancer.,2025 Feb 28,Kröger K; Pepper NB; Ventura D; Troschel FM; Backhaus P; Rahbar K; Glasbrenner B; Brüwer M; Pascher A; Schäfers M; Eich HT; Roll W,,
40022137,"A systematic analysis of temporal trends, characteristics, and citations of retracted stem cell publications.",2025 Feb 28,Song F; Wu B; Wei G; Cheng S; Wei L; Xiong W; Luo D,,
40022096,Impact of maternal COVID-19 infection on offspring immunity and maternal-fetal outcomes at different pregnancy stages: a cohort study.,2025 Feb 28,Sun Y; Luo X; Chen N; Xie L; Hu S; Zhou M; Wang L; Wang L; Li X; Yang Z; Yi P; Xu J,,
40022076,Main features and treatments of cervical cysts in children from a single-center experience.,2025 Feb 28,Sun N; Pang W; Zhang X; Li Y; Liu Q; Liu Z; Li X; Tan J; Wang S; Ni X,,
40022061,Efficacy and conversion outcome of chemotherapy combined with PD-1 inhibitor for patients with unresectable or recurrent gallbladder carcinoma: a real-world exploratory study.,2025 Feb 28,Liu QQ; Yan J; Ye YF; Yang CN; Chen ZJ; Lin HM; Zhang ZT; Zhang R,,
40022054,Low pretreatment prognostic nutritional index predicts unfavorable survival in stage III-IVA squamous cervical cancer undergoing chemoradiotherapy.,2025 Feb 28,Jia SZ; Yang XJ; Yang D; Wang R; Yang X; Huang MN; An JS,,
40022044,"Raltitrexed, S-1 and fruquintinib (RSF) in the treatment of refractory metastatic colorectal cancer: study protocol for a multicenter, prospective, single-arm, phase II trial.",2025 Feb 28,Leng W; Wen Z; Wang H; Cao P; Liu J; Luo D; Qiu M,,
40022018,An early evaluation of team consistency and scope optimization in team-based cancer care.,2025 Feb 28,Lambert LK; Havaei F; Beck SM; Ma A; Larmet J; Kaur J; Adhami N; Le D; Woods R,,
40022012,Hyperandrogenism increases late spontaneous miscarriage in polycystic ovary syndrome women due to cervical insufficiency? A propensity-score matching study.,2025 Feb 28,Wang K; Bu Z; Ge X; Wang F; Zhang M; Guo Y,,
40021910,Fast and efficient method for parallel construction of targeted exome and methylome single-stranded DNA sequencing libraries.,2025 Feb 28,Kim E; An S; Ahn H; Lim J; Kim SK; Park AK,,
40021833,Rapid brain tumor classification from sparse epigenomic data.,2025 Feb 28,Brändl B; Steiger M; Kubelt C; Rohrandt C; Zhu Z; Evers M; Wang G; Schuldt B; Afflerbach AK; Wong D; Lum A; Halldorsson S; Djirackor L; Leske H; Magadeeva S; Smičius R; Quedenau C; Schmidt NO; Schüller U; Vik-Mo EO; Proescholdt M; Riemenschneider MJ; Zadeh G; Ammerpohl O; Yip S; Synowitz M; van Bömmel A; Kretzmer H; Müller FJ,,
40021821,"A BAG-1-inhibitory peptide, GO-Pep, suppresses c-Raf activity in cancer.",2025 Feb 28,Tatli O; Cebi E; Turk M; Dingiloglu B; Sezan A; Basturk E; Temur BZ; Eyupoglu AE; Bicak B; Erdal E; Erman B; Can Ö; Dinler Doganay G,,
40021769,Efficacy and safety of rituximab in anti-MuSK myasthenia Gravis: a systematic review and meta-analysis.,2025 Feb 28,Chayanopparat S; Banyatcharoen P; Jitprapaikulsan J; Uawithya E; Apiraksattayakul N; Viarasilpa V,,
40021742,Microbiome analysis of gut microbiota in patients with colorectal polyps and healthy individuals.,2025 Feb 28,Deng D; Zhao L; Song H; Wang H; Cao H; Cui H; Zhou Y; Cui R,,
40021464,The impact of patient characteristics and social drivers of health factors on oral oncolytic adherence.,2025 Mar,Uyehara N; Nguyen V; Yu S; Weng Y; Son A; Patneedi P; Haidar S; Evans S; Oyekan E; Ahuja N,,
40021461,"Treatment patterns, health care resource utilization, and costs of chimeric antigen receptor T-cell vs standard therapy for relapsed/refractory mantle cell lymphoma in the United States.",2025 Mar,Kilgore KM; Chan PK; Teigland C; Wade SW; Mohammadi I,,
40021389,[Ethical issues in long-term follow-up of pediatric cancers].,2025 Feb 27,Camus A; Henry J; Berger C; Bertrand A; Dumas A; Da Silva Sé M; Heinrich S; Leprince T; Michel G; Riberon C; Demoor-Goldschmidt C,,
40021003,Effect of a school-based tutorial about the HPV vaccine for female middle school students on the HPV vaccination rate in Japan: A prospective cohort study.,2025 Feb 26,Murata Y; Saito Y; Obonai T,,
40020996,Dermatological adverse effects of ventriculoperitoneal shunt: A Systematic Review.,2025 Feb 26,Sami N; Baghani M; Shayan M; Baghani M,,
40020936,A Pilot Study of CT Simulator Downtime at an African Cancer Conference: Survey Results from AORTIC 2023.,2025 Feb 26,Dykstra MP; Netherton TJ; Lasebikan NN Sr; Ndoli DA; Kibbude S; Mohammed BA; Balter P; Melancon AD; Roberts D; Shah JL; Coleman J; Kitonyi MN; Mallum A; Lazarus GL; Waweru AK; Shaw W; Hawley ST; Wallner LP; Court LE,,
40020696,"Trastuzumab rezetecan, a HER2-directed antibody-drug conjugate, in patients with advanced HER2-mutant non-small-cell lung cancer (HORIZON-Lung): phase 2 results from a multicentre, single-arm study.",2025 Feb 25,Li Z; Wang Y; Sun Y; Wang L; Li X; Sun L; He Z; Yang H; Wang Y; Wang Q; Song Z; Hong W; Wang Y; Xia G; Yu Y; Peng M; Song Y; Wang D; Meng R; Fang J; Luo Y; Liang W; Hu S; Wang Z; Song K; Li Y; Yang L; Shi W; Lu S,,
40020692,"Perioperative lung expansion and pulmonary outcomes after open abdominal surgery versus usual care in the USA (PRIME-AIR): a multicentre, randomised, controlled, phase 3 trial.",2025 Feb 24,Fernandez-Bustamante A; Parker RA; Frendl G; Lee JW; Nagrebetsky A; Grecu L; Amar D; Tanaka P; Sprung J; Gupta RA; Subramanian B; Giquel J; Eikermann M; Musch G; Nadler JW; Gama de Abreu M; Bartels K; Grover M; Chen LL; Sparling J; Douin DJ; Weingarten T; Wagener G; Thompson BT; Vidal Melo MF; Perioperative Research Network (PRN) Investigators,,
40020455,Comparative analysis of European guideline-based clinicopathological risk groups and the International Federation of Gynecology and Obstetrics staging system for endometrial cancer.,2025 Feb 24,Loukovaara MJ; Pasanen AM; Lassus HJ; Luomaranta AL; Hellberg P; Vartiainen J; Tapper JE; Bützow RC,,
40020454,Survival outcomes of sentinel lymph node biopsy alone versus back-up systematic lymph node dissection in high-risk endometrial Cancer: A Turkish Gynecologic Oncology group study (TRSGO-SLN-007).,2025 Feb 25,Gokce A; Taskin S; Vatansever D; Yalcin I; Altin D; Takmaz O; Karabuk E; Ozturk C; Gungor M; Kose MF; Arvas MM; Ortac UF; Taskiran C,,
40020259,"Early, very high-titre convalescent plasma therapy in clinically vulnerable individuals with mild COVID-19: an international, randomised, open-label trial.",2025 Mar,Hoffmann S; Schrezenmeier E; Desmarets M; Halleck F; Durrbach A; Peters L; Tremmel AT; Seidel A; Führer M; Bachmann F; Schrezenmeier J; Greiner J; Körper S; Hofmann H; Ludwig C; Vieweg C; Jahrsdörfer B; Budde K; Schmidt M; Münch J; Joher N; Daguindau E; Grüner B; Brunotte G; Vauchy C; Seifried E; Bradshaw D; Estcourt LJ; Roberts DJ; Toussirot E; Rijnders B; Tiberghien P; Schrezenmeier H,,
40020101,Research hotspots and trends of plumbagin: A bibliometric perspective.,2025 Feb 28,Xu Z; Xin Y; Zhang X; Liu J; Liu Y; Guo R; Jiang Q; Qiu J,,
40019893,Endoscopic submucosal excavation for gastric muscularis propria tumours less than 10 mm in diameter: What are the risk factors responsible for perforation?,2025,Liu Z; Li H; Deng J; Wu R,,
